Distance_m,Slope_deg,Curvature_1_m
0.0,1.0345666034983145,-0.0012121406312057658
1.0019399308189685,1.010473824156074,-0.0018119817952949831
2.0044399101214196,0.9627291013924636,-0.0023970687779922115
3.0066355022593254,0.9155647924272535,-0.002363124699643282
4.00832864248499,0.867843803020595,-0.0023336260850110265
5.011172149092444,0.8200739220095452,-0.0023055829240629408
6.013689125523113,0.7733817478736312,-0.0022698039133729458
7.0148685479800355,0.7261991255841543,-0.0022398330481353816
8.017276627447806,0.6787993996363111,-0.0022098875871028774
9.0188492528626,0.6317783718485815,-0.0021769514464480425
10.020981224004753,0.5845223548820586,-0.0021478858298466024
11.02311319474814,0.5376992506202553,-0.0021142005350598485
12.024528140942753,0.490748062170561,-0.002082988856509454
13.02682722057568,0.44365534182090843,-0.002052805896065846
14.02912629987897,0.396802208235134,-0.002022530763329562
15.031801212899657,0.3502816330382505,-0.0019882885302299645
16.032731255449086,0.30374119281621625,-0.0019557705711230593
17.03499123422182,0.256896145676194,-0.001927691481490219
18.037508210985994,0.2103734854940839,-0.0018953916921215198
19.03976180121637,0.16399638270912362,-0.0018622747262453724
20.041359932729545,0.11763909490898343,-0.0018307798995924076
21.043371120976044,0.07128274041015488,-0.0017996157839862746
22.045268982162263,0.025033023499570664,-0.0017678434194025906
23.04758526345613,-0.021154896232481037,-0.0017369672926508932
24.049901544413803,-0.06728311549425849,-0.0017037325820934653
25.051799405600022,-0.11326764902440092,-0.0016731626329194974
26.054642912207477,-0.1592636407565674,-0.001641491667961046
27.056660601518978,-0.20516672932721114,-0.001609281249460944
28.059125123498692,-0.25106559087165087,-0.0015777116427426543
29.060839285541487,-0.29688010132324366,-0.0015452683864253004
30.0628517383851,-0.3425479046615915,-0.001514065221518634
31.06486942735899,-0.38810840714798883,-0.0014827862807979756
32.067237364023065,-0.433744625565493,-0.0014502349299424658
33.069003586328144,-0.4791581210682051,-0.0014189609161917706
34.07158572575698,-0.5246179343525171,-0.001386812477197457
35.07335211616779,-0.5698316926858424,-0.0013551062738375215
36.07627074170872,-0.6149623093353662,-0.0013246630497003318
37.07863867837279,-0.6605372069231247,-0.0012907743017994688
38.08040489998212,-0.7055324513493999,-0.0012602197995549077
39.08311646584987,-0.7506577576209845,-0.0012284980250914315
40.084860070106345,-0.7958175980677729,-0.0011959159251840165
41.087097955957574,-0.8405821526651496,-0.0011652990389100933
42.08930238345888,-0.88569327975049,-0.001132408642412042
43.09100972180405,-0.9302490662015279,-0.0011012411782203022
44.09368875162988,-0.9747740065025694,-0.0010697646188869505
45.09588077000366,-1.019400258179764,-0.001037746636195835
46.09855980017475,-1.0639748077186293,-0.0010065279139646478
47.100797685682316,-1.1090008265633253,-0.0009738708265399478
48.10254128993879,-1.1534489440428775,-0.0009419600439915312
49.10475981564929,-1.1972694701118942,0.0004209558147194548
50.1074552765849,-1.3103177635113235,0.0013506063952097712
51.109198880841376,-1.436917274901768,-0.000715043669022864
52.11240425104374,-1.5085631946720672,-0.0021474350219646194
53.11414785530022,-1.5770999557480925,-0.0017229217754443137
54.116831493073335,-1.641666818427083,-0.0013736073673361992
55.11903215163313,-1.7036107546726318,-0.0011653659384941008
56.121232810539226,-1.7614057701746264,-0.0010770136882948477
57.12391644831234,-1.8167791949972762,-0.0010056185020397741
58.12562593288317,-1.868299642902826,-0.0008856575412385482
59.128310548761974,-1.9161118065278748,-0.0006920747679775894
60.13050614055268,-1.9619678220979058,-0.0004857198665556612
61.13221347889785,-2.00304941037693,-0.0002584088438183852
62.13489218280168,-2.0403346217044778,-1.3475423016684046e-05
63.137570886705504,-2.075746969668818,8.835952081235282e-05
64.13977154526529,-2.1088722336940116,0.00010252379920836758
65.14099758104993,-2.136093423888128,0.00010429055118202223
66.14416205325738,-2.1600282613687307,5.8199301448243384e-05
67.14635764574028,-2.1821407072454053,-3.2916845088646524e-05
68.14904226092652,-2.200431300958085,-0.00025489778171790327
69.15124291983263,-2.620777785875932,-0.0005123546708657985
70.15247994781097,-2.9926464333381273,-0.0005937838603324063
71.15565551373166,-2.9180698265217493,-0.0005679227748485597
72.15784753279664,-2.8454528985747585,-0.000547604153327952
73.15955487045,-2.7690501672839867,-0.0005017981190961802
74.16174688916955,-2.690269795917593,-0.0003865995334547061
75.16393890823453,-2.6098917363685072,-0.00022417326617396653
76.16661793771404,-2.528432916499392,-0.00012404136144344055
77.16881164536518,-2.4459546744422638,-0.000166053061705487
78.17100535301633,-2.3600701194762324,-0.00033294441865053606
79.17417274365178,-2.2735519773345736,-0.00042018166811455353
80.1763856160214,-2.1870496964411634,-0.0002496911420367591
81.1781183064627,-2.0972711657813647,-0.00011599113820408393
82.18033117883232,-2.0047808475215443,-0.00024146045095651736
83.18306117576248,-1.911593590555064,-0.000303081816040715
84.18529152362765,-1.8176842099370507,-0.00015915557322140807
85.18704371382819,-1.7204053573491094,-7.116755776474257e-05
86.19027534850409,-1.62210031370231,-0.00011462409104487497
87.19205230264224,-1.5227682036971906,-0.00016376061054774248
88.19480827100094,-1.4211389512554884,-0.00016233166459415436
89.19661525285868,-1.3183216427199027,-0.0001196675135470959
90.19892959613135,-1.2131439238439359,-7.840011565935241e-05
91.20118268122403,-1.1064263723475753,-8.83486312027988e-05
92.20389196571625,-0.9982165731436772,-0.00016093670158681808
93.20610483808588,-0.888615991475465,-0.00022483615969560961
94.20830549699198,-0.7770721410908953,-0.00023663288247021072
95.21049920464313,-0.6637183037410214,-0.00021597727348006307
96.21317790854695,-0.5487961413195623,-0.00014572764973760872
97.2153716161981,-0.43246900548870615,-5.1457244584010494e-05
98.21708110076892,-0.7173743996697325,-2.6339789204688957e-06
